"URI","Label","Definition","Notation","Status","AcceptedDate"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE1028V","Population on the 1st of January, 65-74 years, total","","DE1028V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE1029V","Population on the 1st of January, 65-74 years, male","","DE1029V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE1030V","Population on the 1st of January, 65-74 years, female","","DE1030V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE1055V","Population on the 1st of January, 75 years and over, total","","DE1055V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE1056V","Population on the 1st of January, 75 years and over, male","","DE1056V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE1057V","Population on the 1st of January, 75 years and over, female","","DE1057V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE2001V","Nationals","","DE2001V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE2002V","EU foreigners","","DE2002V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE2003V","Non-EU foreigners","","DE2003V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE2005V","Residents who are not EU Nationals and citizens of a country with high HDI","","DE2005V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE2006V","Residents who are not EU Nationals and citizens of a country with a medium or low HDI","","DE2006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE2004V","Nationals born abroad","","DE2004V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE2007V","Number of residents born abroad (not only nationals)","","DE2007V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3001V","Private households (excluding institutional households)","","DE3001V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3017V","Population living in private households (excluding institutional households)","","DE3017V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3002V","One person households","","DE3002V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3005V","Lone parent private households (with children aged 0 to under 18)","","DE3005V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3008V","Lone pensioner (above retirement age) households","","DE3008V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3009V","Lone pensioner (above retirement age) households Male","","DE3009V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3010V","Lone pensioner (above retirement age) households Female","","DE3010V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3011V","Households with children aged 0 to under 18","","DE3011V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3012V","Nationals that have moved into the city during the last two years","","DE3012V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3013V","EU Nationals that have moved into the city during the last two years (stock)","","DE3013V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3014V","Non-EU Nationals that have moved into the city during the last two years (stock)","","DE3014V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3015V","Number of moves into the city during the last two years (flow)","","DE3015V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3016V","Number of moves out of the city during the last two years (flow)","","DE3016V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/DE3018V","Households with 3 children or more under 18","","DE3018V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1001V","Number of conventional dwellings","","SA1001V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1004V","Number of houses","","SA1004V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1005V","Number of apartments","","SA1005V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1007V","Number of households living in houses","","SA1007V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1008V","Number of households living in apartments","","SA1008V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1011V","Households owning their own dwelling","","SA1011V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1012V","Households in social housing","","SA1012V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1013V","Households in private rented housing","","SA1013V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1027V","Number of roofless persons","","SA1027V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1029V","Number of people in accommodation for the homeless","","SA1029V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1031V","Number of people in Women's Shelter","","SA1031V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1030V","Number of people in accommodation for immigrants","","SA1030V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1016V","Average price for an apartment per m2","","SA1016V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1023V","Average price for a house per m2","","SA1023V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1049V","Average annual rent for housing per mÂ² - EUR","","SA1049V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1018V","Dwellings lacking basic amenities","","SA1018V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1019V","Average occupancy per occupied dwelling","","SA1019V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1025V","Empty conventional dwellings","","SA1025V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1026V","Non-conventional dwellings","","SA1026V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1046V","Number of overcrowded households (>1 persons in 1 room)","","SA1046V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1048V","Number of dwellings that is authorised","","SA1048V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA1022V","Average area of living accommodation - mÂ²/person","","SA1022V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2004V","Infant Mortality per year","","SA2004V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2005V","Male Infant Mortality per year","","SA2005V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2006V","Female Infant Mortality per year","","SA2006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2007V","Number of live births per year","","SA2007V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2008V","Number of live births per year (Male)","","SA2008V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2009V","Number of live births per year (Female)","","SA2009V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2013V","Number of deaths per year under 65 due to diseases of the circulatory or respiratory systems","","SA2013V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2014V","Number of deaths per year under 65 due to heart diseases and respiratory illness (Male)","","SA2014V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2015V","Number of deaths per year under 65 due to heart diseases and respiratory illness (Female)","","SA2015V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2016V","Total deaths under 65 per year","","SA2016V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2017V","Total deaths under 65 per year, male","","SA2017V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2018V","Total deaths under 65 per year, female","","SA2018V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2019V","Total deaths per year","","SA2019V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2020V","Total deaths per year, male","","SA2020V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2021V","Total deaths per year, female","","SA2021V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2022V","Number of hospital beds","","SA2022V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2026V","Number of hospital discharges of in-patients","","SA2026V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2027V","Number of practising physicians","","SA2027V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2028V","Number of practising dentists","","SA2028V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2029V","Number of deaths per year due to suicide","","SA2029V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2030V","Number of general practitioners","","SA2030V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA2031V","Number of specialist doctors","","SA2031V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA3001V","Total number of recorded crimes within city [country for national data]","","SA3001V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA3005V","Number of murders and violent deaths","","SA3005V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA3006V","Number of car thefts","","SA3006V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/SA3007V","Number of domestic burglary","","SA3007V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1001V","Economically active population, total","","EC1001V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1002V","Economically active population, male","","EC1002V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1003V","Economically active population, female","","EC1003V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1142V","Total Economically Active Population 15-24","","EC1142V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1143V","Male Economically Active Population 15-24","","EC1143V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1144V","Female Economically Active Population 15-24","","EC1144V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1145V","Economically active population 55-64, total","","EC1145V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1146V","Economically active population 55-64, male","","EC1146V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1147V","Economically active population 55-64, female","","EC1147V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1010V","Persons unemployed, total","","EC1010V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1011V","Persons unemployed, male","","EC1011V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1012V","Persons unemployed, female","","EC1012V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1148V","Residents Unemployed 15-24","","EC1148V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1149V","Male Residents Unemployed 15-24","","EC1149V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1150V","Female Residents Unemployed 15-24","","EC1150V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1151V","Residents Unemployed 55-64","","EC1151V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1152V","Male Residents Unemployed 55-64","","EC1152V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1153V","Female Residents Unemployed 55-64","","EC1153V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1154V","Mehr als sechs Monate ununterbrochen Erwerbslose im Alter von 15 - unter 25 Jahren, insgesamt","","EC1154V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1155V","Male unemployed continuously for more than six months, 15-24","","EC1155V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1156V","Female unemployed continuously for more than six months, 15-24","","EC1156V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1157V","Unemployed continuously for more than one year, 55-64","","EC1157V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1158V","Male unemployed continuously for more than one year, 55-64","","EC1158V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1159V","Female unemployed continuously for more than one year, 55-64","","EC1159V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1025V","Residents in Self Employment","","EC1025V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1026V","Male residents in Self Employment","","EC1026V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1027V","Female residents in Self Employment","","EC1027V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1028V","Residents in Paid Employment","","EC1028V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1029V","Male residents in Paid Employment","","EC1029V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1030V","Female residents in Paid Employment","","EC1030V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1034V","Total Full-Time Employment","","EC1034V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1035V","Male Full-Time Employment","","EC1035V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1036V","Female Full-Time Employment","","EC1036V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1088V","Total Part-Time Employment","","EC1088V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1089V","Male Part-Time Employment","","EC1089V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1090V","Female Part-Time Employment","","EC1090V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1160V","Total Full-Time Employment 15-24","","EC1160V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1161V","Full-Time Employment 15-24 Male","","EC1161V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1162V","Full-Time Employment 15-24 Female","","EC1162V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1163V","Total Full-Time Employment 55-64","","EC1163V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1164V","Full-Time Employment 55-64 Male","","EC1164V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1165V","Full-Time Employment 55-64 Female","","EC1165V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1166V","Total Part-Time Employment 15-24","","EC1166V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1167V","Part-Time Employment 15-24 Male","","EC1167V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1168V","Part-Time Employment 15-24 Female","","EC1168V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1169V","Total Part-Time Employment 55-64","","EC1169V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1170V","Part-Time Employment 55-64 Male","","EC1170V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1171V","Part-Time Employment 55-64 Female","","EC1171V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1172V","Number of jobless households with children","","EC1172V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC1173V","Number of jobless households without children","","EC1173V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2001V","Gross Domestic Product of city / region / country","","EC2001V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2021V","All companies","","EC2021V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2003V","Companies with headquarter within the city [country] quoted on national stock exchange","","EC2003V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2004V","New business registered in reference year","","EC2004V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2005V","Purchasing power parities for the ESA95 GDP aggregates (EU25=1)","","EC2005V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2014V","Companies gone bankrupt in reference year","","EC2014V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2020V","Total employment/jobs (work place based)","","EC2020V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2008V","Employment (jobs) in agriculture, fishery (NACE Rev. 2, A)","","EC2008V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2009V","Employment (jobs) in mining, manufacturing, energy (NACE Rev. 2, B-E)","","EC2009V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2022V","Employment (jobs) in construction (NACE Rev. 2, F)","","EC2022V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2010V","Employment (jobs) in trade, hotels, restaurants (NACE Rev. 1: G-H)","","EC2010V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2023V","Employment (jobs) in transport, communication (NACE Rev. 1: I)","","EC2023V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2011V","Employment (jobs) financial intermediation, business activities (NACE Rev. 1: J-K)","","EC2011V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2012V","Employment (jobs) in public admin., health, education, other (NACE Rev. 1: L-P)","","EC2012V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2016V","Employment (jobs) in Nace Rev. 1 C-F (ESA95 A3)","","EC2016V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2017V","Employment (jobs) in Nace Rev. 1 G-P (ESA95 A3)","","EC2017V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2018V","Employment (jobs) -  employees","","EC2018V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2019V","Employment (jobs) -  self employed","","EC2019V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2024V","Enterprises with 1 to 250 employees","","EC2024V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2025V","Enterprises with more than 250 employees","","EC2025V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2026V","Enterprises that had a turnover increase last year (size class 1-250 employees)","","EC2026V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2027V","Enterprises that had a turnover increase last year (size class >250 employees)","","EC2027V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2028V","Employment growth last year (size class 1-250 employees)","","EC2028V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2029V","Employment growth last year (size class >250 employees)","","EC2029V","invalid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2030V","Gross Domestic Product of NUTS-3 region in million Euro","","EC2030V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC2031V","Gross Domestic Product per inhabitant in PPS of NUTS-3 region","","EC2031V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3039V","Median disposable annual household income - EUR","","EC3039V","valid","2013-09-04"
"http://dd.eionet.europa.eu/vocabulary/eurostat/indic_ur/EC3040V","Average disposable annual household income - EUR","","EC3040V","valid","2013-09-04"
